champion,category,errorMessage
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Rammus,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Rek'Sai,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,RenataGlasc,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Rengar,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Sejuani,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Shaco,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Shyvana,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Skarner,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Taliyah,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Talon,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Trundle,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Udyr,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Vel'Koz,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Vi,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Viego,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Viktor,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Volibear,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Warwick,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Wukong,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,XinZhao,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Zac,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Amumu,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Aphelios,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,AurelionSol,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Bel'Veth,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Cassiopeia,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Cho'Gath,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Diana,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Dr.Mundo,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Ekko,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Elise,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Evelynn,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Fiddlesticks,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Graves,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Hecarim,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Ivern,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,JarvanIV,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
skillOrder extraction failed,Kai'Sa,championData.scraped_data.inGameData.skillOrder is not iterable,TypeError: championData.scraped_data.inGameData.skillOrder is not iterable
    at extractSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:29:67)
    at Module.exSkillOrder (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_extractor/skillOrder.js:16:25)
    at async extractProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:65:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:47:1
cleanAbilities()	- mark&delete skillTabMarkers,AurelionSol,Cannot read properties of undefined (reading 'textContent'),TypeError: Cannot read properties of undefined (reading 'textContent')
    at Module.markToIgnoreSkillTabMarkers (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:42:52)
    at Module.cleanAbilities (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/analyse_abilities.js:13:42)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:84:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:82:1
cleanAbilities()	- mark&delete skillTabMarkers,Dr.Mundo,Cannot read properties of undefined (reading 'textContent'),TypeError: Cannot read properties of undefined (reading 'textContent')
    at Module.markToIgnoreSkillTabMarkers (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:42:52)
    at Module.cleanAbilities (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/analyse_abilities.js:13:42)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:84:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:82:1
cleanAbilities()	- mark&delete skillTabMarkers,JarvanIV,Cannot read properties of undefined (reading 'textContent'),TypeError: Cannot read properties of undefined (reading 'textContent')
    at Module.markToIgnoreSkillTabMarkers (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:42:52)
    at Module.cleanAbilities (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/analyse_abilities.js:13:42)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:84:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:82:1
cleanAbilities()	- mark&delete skillTabMarkers,Kled&Skaarl,Cannot read properties of undefined (reading 'textContent'),TypeError: Cannot read properties of undefined (reading 'textContent')
    at Module.markToIgnoreSkillTabMarkers (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:42:52)
    at Module.cleanAbilities (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/analyse_abilities.js:13:42)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:84:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:82:1
cleanAbilities()	- mark&delete skillTabMarkers,LeeSin,Cannot read properties of undefined (reading 'textContent'),TypeError: Cannot read properties of undefined (reading 'textContent')
    at Module.markToIgnoreSkillTabMarkers (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:42:52)
    at Module.cleanAbilities (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/analyse_abilities.js:13:42)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:84:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:82:1
cleanAbilities()	- mark&delete skillTabMarkers,MasterYi,Cannot read properties of undefined (reading 'textContent'),TypeError: Cannot read properties of undefined (reading 'textContent')
    at Module.markToIgnoreSkillTabMarkers (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:42:52)
    at Module.cleanAbilities (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/analyse_abilities.js:13:42)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:84:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:82:1
cleanAbilities()	- mark&delete skillTabMarkers,MegaGnar,Cannot read properties of undefined (reading 'textContent'),TypeError: Cannot read properties of undefined (reading 'textContent')
